424
Year,Month,Day,TempMax,TempAvg,TempMin,DewPointMax,DewPointAvg,DewPointMin,HumidityMax,HumidityAvg,HumidityMin,WindMax,WindAvg,WindMin,PressureMax,PressureAvg,PressureMin,Precipitation
2018,9,19,68,57.8,49,54,47.4,42,89,70.5,42,10,5.4,0,29.7,29.6,29.6,0
2018,9,20,65,58,53,53,50.2,47,93,76.8,52,10,5.8,0,29.7,29.7,29.6,0.08
2018,9,21,71,63.1,59,57,51.9,49,90,67.6,49,13,8.7,5,29.6,29.5,29.4,0
2018,9,22,68,61.5,56,57,52.6,48,83,73,59,22,14.5,10,29.6,29.5,29.4,0.03
2018,9,23,65,57.6,53,49,45.2,38,86,65.2,41,12,6.4,0,29.7,29.7,29.6,0.04
2018,9,24,67,57.8,50,47,45.1,43,77,63.7,47,17,8.3,0,29.8,29.8,29.7,0
2018,9,25,69,58.8,50,50,48.3,46,89,69.1,50,14,9.9,6,29.8,29.8,29.8,0
2018,9,26,70,58.6,52,52,50.4,48,90,75.6,47,15,8.8,3,29.8,29.8,29.7,0
2018,9,27,72,62,53,53,51,48,89,68.6,49,14,9.8,3,29.7,29.6,29.5,0
2018,9,28,78,65.8,57,52,49.8,47,83,58.3,37,17,11.8,0,29.5,29.4,29.3,0
2018,9,29,66,60.7,54,55,50.5,47,90,69.8,60,10,5.7,0,29.4,29.3,29.3,0
2018,9,30,64,59.9,57,55,53.3,50,93,79.4,60,10,6.3,0,29.4,29.4,29.4,0.03
2018,10,1,64,59.8,57,57,54.5,49,93,83.1,62,12,8.2,0,29.4,29.4,29.3,0.03
2018,10,2,60,55.5,49,55,49.4,40,93,80.7,58,22,12.6,5,29.5,29.3,29.3,0.3
2018,10,3,57,49.4,44,44,41.3,38,89,74.7,53,10,6.7,0,29.6,29.5,29.5,0.01
2018,10,4,59,52.4,47,44,40.8,39,77,65.2,48,9,5,0,29.6,29.6,29.5,0
2018,10,5,53,49.6,47,48,43.9,40,89,80.9,71,14,8.4,5,29.6,29.5,29.4,0
2018,10,6,60,52.7,50,47,45.2,43,89,76.4,57,16,8.4,0,29.8,29.6,29.5,0.56
2018,10,7,55,51.8,48,50,45.9,40,89,80.5,71,8,4.2,0,29.8,29.7,29.6,0
2018,10,8,57,54.1,52,54,51.7,50,100,91.6,83,6,2.1,0,29.6,29.5,29.4,0.06
2018,10,9,58,54,52,52,49.8,48,93,85.8,70,21,8.7,0,29.6,29.4,29.4,0.13
2018,10,10,63,53.9,50,51,48.4,46,96,82.4,54,9,4.3,0,29.6,29.6,29.6,0.03
2018,10,11,62,51.5,46,48,46.2,44,97,83.3,58,7,3.2,0,29.7,29.7,29.6,0
2018,10,12,63,53.3,47,48,44.9,41,86,73.6,56,14,5.3,0,29.7,29.7,29.6,0
2018,10,13,62,54.2,50,47,43.8,39,86,69.3,48,17,10.8,6,29.8,29.8,29.7,0
2018,10,14,67,55.4,46,43,37.9,32,86,55.8,27,13,9.7,0,29.9,29.9,29.9,0
2018,10,15,66,54.6,46,46,41.2,39,80,62,42,15,7.9,3,29.9,29.9,29.8,0
2018,10,16,72,57.2,46,49,45.7,42,90,67.8,40,9,5.5,0,29.9,29.8,29.8,0
2018,10,17,70,55.9,46,50,46.1,42,93,71.8,44,7,1.9,0,29.8,29.7,29.6,0
2018,10,18,66,56.4,49,48,43.9,40,83,64.3,45,8,3.9,0,29.8,29.7,29.6,0
2018,10,19,60,50.7,46,49,46.5,43,97,85.9,67,7,2.6,0,29.8,29.8,29.8,0
2018,10,20,57,50.1,46,47,45.7,44,93,85.3,67,12,7.4,3,29.8,29.7,29.6,0
2018,10,21,55,48.4,45,47,45.2,44,97,89.3,74,7,2.5,0,29.6,29.6,29.5,0
2018,10,22,53,47.2,43,49,45.3,41,100,93.4,83,6,1.4,0,29.5,29.5,29.4,0
2018,10,23,54,49.3,43,49,46.1,41,97,89.3,77,14,8.7,0,29.6,29.5,29.4,0
2018,10,24,59,54,49,49,47.5,46,90,79.3,64,9,5.7,0,29.6,29.6,29.6,0.06
2018,10,25,57,55.2,54,54,51.2,44,94,86.4,62,12,5.6,0,29.6,29.6,29.5,0.01
2018,10,26,61,57.1,52,56,52.7,47,94,85.4,72,18,8.8,0,29.7,29.5,29.4,0.95
2018,10,27,58,51.7,45,53,47.3,42,93,85.4,62,12,4.5,0,29.7,29.5,29.3,0.15
2018,10,28,57,53.2,49,55,48.8,45,93,85,69,17,11.7,7,29.6,29.4,29.3,1.07
2018,10,29,55,49.8,44,48,45,42,93,83.7,74,13,7.6,3,29.8,29.7,29.6,0.38
2018,10,30,56,50.6,46,48,45.8,43,90,83.8,72,10,5.5,0,29.9,29.8,29.7,0.02
2018,10,31,58,53.9,49,54,50,46,93,86.5,80,17,9.9,6,29.7,29.6,29.6,0.03
2018,11,1,62,58.8,57,56,53.4,50,93,82.5,67,20,14.2,8,29.7,29.6,29.6,0.02
2018,11,2,62,56.9,54,55,51.3,47,93,82.1,64,23,15.5,7,29.8,29.6,29.5,0.34
2018,11,3,55,53.8,53,51,49.3,47,93,84.7,77,21,11.6,6,29.8,29.7,29.5,0
2018,11,4,61,54.9,52,52,48.4,46,90,79.1,62,21,13,3,29.6,29.5,29.3,0.21
2018,11,5,56,52.2,49,47,45.4,43,83,78,69,17,10.9,7,29.7,29.6,29.6,0
2018,11,6,55,49.8,46,45,43.4,42,89,79.1,64,12,7.1,3,29.8,29.8,29.7,0
2018,11,7,53,47.2,41,45,41.4,36,93,80.7,59,12,4.8,0,30.1,29.9,29.8,0.09
2018,11,8,50,42.9,37,38,35.2,32,86,75,54,8,4.2,0,30.1,30.1,30,0
2018,11,9,43,40.3,35,38,35.9,30,93,84.3,79,10,3.2,0,30,29.9,29.8,0
2018,11,10,50,43.4,40,40,38.4,37,93,83,63,14,6.6,3,30,29.9,29.9,0.07
2018,11,11,50,40.7,34,39,35.9,32,96,84,63,16,8.1,0,30,30,29.9,0
2018,11,12,61,51.2,43,33,25.4,23,65,37.8,25,13,8.8,6,30,29.9,29.9,0
2018,11,13,53,47.9,41,38,33.1,23,89,57.8,37,14,6.4,0,29.9,29.9,29.8,0
2018,11,14,57,51.5,47,50,45.2,35,93,79.4,61,20,9.4,0,29.9,29.8,29.8,0
2018,11,15,55,51.9,48,47,45.4,44,93,78.9,69,14,6.9,0,29.9,29.8,29.7,0.13
2018,11,16,55,51.4,46,50,47.3,42,96,85.8,77,16,9.7,0,29.8,29.8,29.7,0.01
2018,11,17,54,46.4,42,42,36.8,33,89,70.2,49,20,13.2,9,29.9,29.8,29.8,0.02
2018,11,18,54,44.6,38,35,33.7,32,83,67.1,45,13,7,0,29.8,29.7,29.7,0
2018,11,19,53,43.5,35,42,38.3,33,93,82.3,66,7,2.2,0,29.7,29.6,29.6,0
2018,11,20,53,41.9,35,44,36.7,30,100,84.5,41,10,2.5,0,29.6,29.5,29.4,0
2018,11,21,53,49.8,48,45,38.7,29,86,67.1,40,12,4.7,0,29.4,29.3,29.2,0
2018,11,22,51,48.2,46,46,43.5,41,90,83.9,71,20,11,0,29.2,29.2,29,0.21
2018,11,23,49,46.4,42,43,41.5,37,90,83.1,74,18,9.9,3,29.4,29.3,29.2,0.47
2018,11,24,49,44.3,40,40,37.6,35,89,77.7,68,9,5.3,0,29.7,29.7,29.5,0.25
2018,11,25,48,44.2,38,42,37.2,33,86,76.7,61,8,3,0,29.7,29.7,29.6,0
2018,11,26,56,50.4,46,52,47.1,42,96,88.4,80,15,7.8,0,29.6,29.4,29.2,0.01
2018,11,27,56,52.8,49,51,48.6,45,93,85.3,77,21,11.8,5,29.3,29.2,29.1,1.72
2018,11,28,50,48.9,47,46,44.9,44,93,86.1,80,13,6.2,0,29.3,29.3,29.2,1.55
2018,11,29,50,46.1,44,44,42.7,41,97,88.3,77,18,7.3,0,29.2,29.2,29.2,0.15
2018,11,30,50,46,44,43,41,38,93,83.3,66,14,8.7,3,29.3,29.3,29.2,0
2018,12,1,45,43.4,39,41,39.6,37,93,86.3,79,6,2.1,0,29.5,29.4,29.3,0.19
2018,12,2,46,43.3,40,41,39.4,36,93,86.1,76,6,3.1,0,29.8,29.7,29.5,0.12
2018,12,3,46,39.1,35,36,34.6,31,97,84.5,63,15,8.1,0,29.9,29.9,29.8,0.01
2018,12,4,47,38,33,30,28,25,82,68.4,42,14,10.8,5,29.9,29.8,29.7,0
2018,12,5,45,38.2,32,28,22.5,15,82,55.8,35,15,12.8,7,29.7,29.7,29.7,0
2018,12,6,46,39.3,35,21,18.5,16,52,43.3,37,14,9.6,6,29.7,29.7,29.6,0
2018,12,7,44,39.8,36,28,21.4,17,56,47.9,43,14,8.1,0,29.7,29.7,29.6,0
2018,12,8,47,43.3,40,33,28,23,68,55,47,18,9.3,3,29.9,29.8,29.8,0
2018,12,9,48,44,42,40,35.9,26,92,75.2,46,20,11.2,5,29.7,29.7,29.6,0
2018,12,10,49,45.3,43,43,41,37,93,85,76,14,10.2,5,29.8,29.8,29.7,0.64
2018,12,11,50,46.7,43,47,42.8,37,93,86.4,76,22,12.7,0,29.7,29.4,29.2,0.13
2018,12,12,49,44.7,40,41,38.1,35,89,77.8,64,18,11.2,7,29.8,29.7,29.5,0.64
2018,12,13,52,48.3,45,44,40.5,38,86,74.9,61,18,9.2,0,29.6,29.6,29.4,0.13
2018,12,14,56,49,43,41,35.2,28,82,61.1,35,30,14.3,0,29.5,29.2,29,0.23
2018,12,15,51,46.4,41,38,33.7,29,85,63,44,17,10.4,6,29.6,29.5,29.4,0.01
2018,12,16,55,50.3,45,47,42.5,39,89,75.4,55,20,10.9,5,29.4,29.3,29.1,0.25
2018,12,17,53,49.1,46,42,40.5,38,86,72.9,57,18,11.1,7,29.5,29.4,29.2,0.15
2018,12,18,53,49.2,46,47,44.2,41,90,83,71,21,15,8,29.6,29.3,29.1,0.7
2018,12,19,51,47.6,45,43,39.6,36,83,73.9,59,20,10.1,3,29.8,29.7,29.5,0.44
2018,12,20,58,49.5,42,50,41.8,32,83,75.1,64,32,17.2,3,29.6,29.3,29.1,0.12
2018,12,21,43,39.9,36,35,33.1,31,86,77.1,67,14,7.2,5,29.8,29.7,29.6,0.26
2018,12,22,48,42.4,38,39,33.1,29,89,70.5,50,13,7.6,0,29.8,29.6,29.4,0
2018,12,23,47,45,43,43,41,38,93,86.3,76,13,8.5,3,29.6,29.5,29.4,0.32
2018,12,24,50,44.5,40,41,39.4,37,93,82.6,66,16,8,0,29.6,29.6,29.5,0.7
2018,12,25,44,40.4,36,37,34.9,32,93,80.9,71,10,4.1,0,29.8,29.7,29.7,0
2018,12,26,43,40.6,39,40,36.2,30,93,84.8,65,13,7.5,3,29.7,29.6,29.5,0.02
2018,12,27,47,41.8,39,39,37.4,35,97,84.8,68,7,2.9,0,29.9,29.9,29.7,0.14
2018,12,28,49,42.4,39,44,38.6,35,93,86.8,83,24,10.3,0,29.9,29.8,29.7,0.01
2018,12,29,51,49.4,43,48,45.4,39,93,86.2,76,24,16.4,0,29.7,29.6,29.4,0.43
2018,12,30,47,42.5,39,40,36.3,34,89,78.9,66,12,6.8,0,29.9,29.7,29.6,0.63
2018,12,31,43,37,34,36,32.9,30,93,85.3,65,10,5,0,30,30,29.9,0
2019,1,1,43,37.6,33,33,30.3,28,85,75.5,60,7,2.1,0,30,29.9,29.8,0
2019,1,2,47,39.6,32,41,32.5,29,92,76.3,61,13,7,0,29.8,29.7,29.5,0
2019,1,3,56,48.5,43,47,43.4,40,93,83.5,55,29,9.5,0,29.5,29.4,29.2,0.2
2019,1,4,50,48.7,46,44,42.2,41,86,78.4,71,20,11.9,0,29.4,29.3,29.3,0.66
2019,1,5,51,46.3,42,43,39.5,34,89,77.9,52,10,3.9,0,29.3,29,28.7,0.04
2019,1,6,48,41.8,37,38,36.1,34,93,80.7,68,39,13.6,0,29.2,29.1,28.7,0.07
2019,1,7,44,40.3,37,35,34.1,31,89,79.1,65,17,10.9,0,29.8,29.6,29.3,0.37
2019,1,8,49,43.2,37,36,32.2,27,79,65.7,47,18,10.7,5,29.7,29.5,29.3,0
2019,1,9,53,49,45,45,40,33,83,71.3,54,16,10.5,0,29.4,29.3,29.2,0.21
2019,1,10,53,50.2,47,46,43.7,37,93,78.7,61,12,8,0,29.6,29.6,29.4,0.35
2019,1,11,60,51.7,44,40,35.9,31,79,56.5,40,14,7.8,5,29.6,29.5,29.4,0.05
2019,1,12,59,46.7,0,40,32.6,0,93,56.2,0,10,5.3,0,29.6,28.4,0,0
2019,1,13,55,45,38,38,33.4,29,83,65.1,42,14,7,0,29.7,29.7,29.6,0
2019,1,14,50,41.5,36,39,34,29,93,76.1,52,14,6.7,0,29.6,29.6,29.5,0
2019,1,15,47,38.4,31,37,32.9,27,100,82.2,51,10,2.6,0,29.5,29.4,29.3,0
2019,1,16,54,46.9,39,37,30.9,26,82,54.9,41,21,9.3,0,29.3,29.2,29.1,0
2019,1,17,56,51,48,41,37.3,34,74,59.8,49,21,13,0,29.4,29.1,29,0.04
2019,1,18,52,47.7,45,43,39.9,37,89,74.8,57,18,10.9,0,29.7,29.5,29.4,0.01
2019,1,19,50,47.6,42,48,42.6,39,93,83,74,17,11.6,6,29.7,29.6,29.4,0.47
2019,1,20,46,42.2,38,40,36.8,33,89,81.3,71,15,7.3,0,29.6,29.5,29.4,0.04
2019,1,21,46,41.1,36,38,35.7,33,93,81.6,68,12,4.2,0,29.9,29.8,29.6,0
2019,1,22,49,44.5,41,46,39.1,31,93,81.9,63,20,10.3,3,29.9,29.8,29.5,0
2019,1,23,50,48.3,46,48,44,41,93,85.1,74,21,8.6,0,30,29.8,29.5,1.16
2019,1,24,47,45,41,45,41.9,37,100,89.1,76,9,2.9,0,30,30,30,0.15
2019,1,25,50,43.9,39,40,37.6,35,89,79,63,9,5.2,0,30.1,30,30,0
2019,1,26,51,41.2,36,39,36.9,34,97,85.6,61,10,6.7,0,30.1,30,29.9,0
2019,1,27,43,39.6,36,38,36.9,34,100,90.2,82,12,6.9,0,29.9,29.9,29.9,0
2019,1,28,51,42.5,37,38,34.4,30,93,74.6,52,15,10.6,6,29.9,29.8,29.7,0
2019,1,29,54,43.5,36,35,29.6,27,79,59.7,40,12,6.9,0,29.7,29.6,29.6,0
2019,1,30,50,42,34,36,31.7,29,85,67.4,44,6,2.5,0,29.6,29.5,29.4,0
2019,1,31,53,46.5,37,40,35.9,32,86,67.3,52,9,5.4,0,29.4,29.4,29.2,0
2019,2,1,50,47.6,45,47,43.9,38,93,87.1,68,13,8.1,0,29.2,29.2,29.1,0.01
2019,2,2,48,45.3,41,44,41,34,93,85.1,73,15,7.2,0,29.2,29.1,29,0.68
2019,2,3,41,36,31,37,31.2,28,93,82.8,67,22,11.1,0,29,28.9,28.9,0.03
2019,2,4,32,26.9,25,29,21.2,15,92,79.4,63,24,18.1,8,29.3,29.1,29,0.15
2019,2,5,34,27.9,21,20,17.3,14,78,65.2,52,8,4,0,29.6,29.4,29.3,0.07
2019,2,6,37,28.8,21,22,18.8,15,85,66.9,52,10,5,0,29.9,29.8,29.6,0
2019,2,7,39,31.8,25,24,20.6,17,72,64,49,8,5.6,0,29.9,29.8,29.8,0
2019,2,8,36,32.4,29,31,28.2,24,92,84.7,67,15,8.2,3,29.8,29.4,29.2,0
2019,2,9,32,29.9,27,27,24.8,18,89,81.5,66,23,15.1,7,29.4,29.2,29.1,0.61
2019,2,10,36,30.9,21,32,24.6,13,92,78,64,24,14.3,5,29.4,29.2,29.1,0.01
2019,2,11,37,33.4,29,34,29.5,24,92,86,76,15,7.8,0,29.3,29.2,29.2,0.16
2019,2,12,39,36.1,34,36,33.1,31,93,88.9,82,13,9.1,6,29.3,29.2,29.2,1.52
2019,2,13,39,36.3,32,35,32,27,93,84.8,72,13,7.3,3,29.2,29.1,29,0.56
2019,2,14,44,38.9,30,37,31.3,25,93,75.5,49,15,9.2,3,29,28.8,28.6,0.01
2019,2,15,47,42.1,38,38,34.4,32,83,74.4,66,15,7.3,0,29.3,29.1,28.9,0.12
2019,2,16,44,39.3,36,39,35.7,33,93,87.3,76,9,4.1,0,29.5,29.4,29.3,0
2019,2,17,42,37.4,34,35,32.9,31,93,84.2,67,6,3.5,0,29.9,29.7,29.5,0.15
2019,2,18,45,39.5,36,36,33.9,32,89,81,63,9,5.1,0,29.9,29.9,29.8,0
2019,2,19,42,40.1,38,38,36,35,89,85.3,82,15,7.4,0,29.8,29.6,29.4,0.05
2019,2,20,42,38.8,37,36,33.1,30,93,80.5,67,16,6.6,0,29.5,29.4,29.4,0.32
2019,2,21,46,38.5,32,32,28.2,25,89,68,44,12,6.2,0,29.7,29.6,29.6,0
2019,2,22,42,38.8,35,35,31.1,26,86,74.6,60,22,11.9,3,29.6,29.5,29.4,0
2019,2,23,45,40.3,37,36,33.6,31,87,77.5,63,15,7.5,0,29.6,29.6,29.6,0.11
2019,2,24,42,39,37,36,30.6,25,89,72,60,13,8.6,5,29.6,29.5,29.4,0.05
2019,2,25,44,37.2,32,26,22.7,19,75,56.8,42,18,11.1,5,29.5,29.4,29.3,0.01
2019,2,26,42,35.7,32,22,14.4,7,66,43.3,31,22,12.8,3,29.7,29.6,29.5,0
2019,2,27,43,38,33,27,19.1,11,70,47.6,35,12,8,3,29.6,29.4,29.4,0
2019,2,28,49,39.6,30,31,24.9,22,72,57.3,37,10,5.2,0,29.7,29.6,29.6,0
